Partita_IVA;Sede_o_UL;Forma_giuridica;Email;Data_iscrizione;Denominazione;Cap;Comune;Classe_addetti;Telefono;Attivita'_dichiarata;Codice_ateco_principale;Settore_livello_2;Indirizzo_corretto;URL;Keys;Has_contact_form;Available_translations;Facebook;Twitter;Linkedin;Youtube;Pinterest;Instagram
05098350282;SEDE;IMPRESA INDIVIDUALE;CRISTIANMASON4@GMAIL.COM;31/01/2018;MASON CRISTIAN;35010;MASSANZAGO;3-9;049/9300627;PRODUZIONE DI GASTRONOMIA E ROSTICCERIA DA ASPORTO;56.10.2;Ristoranti e attività di ristorazione mobile;VIA ZEMINIANELLA, 21/A, 35010 MASSANZAGO PD;;;;;;;;;;
03626380277;SEDE;IMPRESA INDIVIDUALE;;31/10/2005;NONSOLOPIZZA DI GENTILI DOMENICO;35010;MASSANZAGO;0-2;; PIZZERIA DA ASPORTO E ROSTICCERIA (DAL 07.07.2005), PRODUZIONE DI PRODOTTI DI PANIFICAZIONE (DAL 06.08.2007);56.10.2;Ristoranti e attività di ristorazione mobile;VIALE ROMA, 59, 35010 MASSANZAGO PD;;;;;;;;;;
04570320285;SEDE;ASSOCIAZIONE;;19/03/2012;OSTIGLIA ASSOCIAZIONE SPORTIVA DILETTANTISTICA;35010;MASSANZAGO;;;SOMMINISTRAZIONE ALIMENTI E BEVANDE CONFEZIONATI AGLI SPORTIVI;56.3;Bar e altri esercizi simili senza cucina;VIA MALCANTON, 1A, 35010 MASSANZAGO PD;;;;;;;;;;
02496650272;UL;IMPRESA INDIVIDUALE;;01/01/2010;PESCE PAOLO;35010;MASSANZAGO;;; AGRITURISMO CON OSPITALITA' PER SOGGIORNO IN APPOSITI LOCALI (DAL 01.01.2010);55.20.52;Alloggi per vacanze e altre strutture per brevi soggiorni;VIA PADOVANE, 26C, 35010 MASSANZAGO PD;;;;;;;;;;
05092970283;SEDE;IMPRESA INDIVIDUALE;;04/12/2017;PIZZERIA LA REGINA DI NELAJ ALTIN;35010;MASSANZAGO;0-2;;PIZZERIA DA ASPORTO;56.10.2;Ristoranti e attività di ristorazione mobile;VIA MOLINO BAGLIONI, 4, 35010 MASSANZAGO PD;;;;;;;;;;
02263620284;SEDE;SOCIETA' IN NOME COLLETTIVO;;10/03/1989;RISTORANTE NAPOLEONE DI SQUARCINA NAPOLEONE & C. S.N.C.;35010;MASSANZAGO;3-9;049/5720186;RISTORANTE ( DAL 29.12.1989), ALBERGO (DAL 27/04/1999).;55.1;Alberghi e strutture simili;VIA STRADONA, 71, 35010 MASSANZAGO PD;;;;;;;;;;
02263620284;UL;SOCIETA' IN NOME COLLETTIVO;;31/03/1992;RISTORANTE NAPOLEONE DI SQUARCINA NAPOLEONE & C. S.N.C.;35010;MASSANZAGO;3-9;049/5720186;ALBERGO (DAL 26.09.2005).;55.1;Alberghi e strutture simili;VIA STRADONA, 63, 35010 MASSANZAGO PD;;;;;;;;;;
03558280271;UL;IMPRESA INDIVIDUALE;;15/12/2010;SCANTAMBURLO ALESSIO;35010;MASSANZAGO;;; BAR (DAL 15/12/2010);56.3;Bar e altri esercizi simili senza cucina;VIA ROMA, 17/A, 35010 MASSANZAGO PD;;;;;;;;;;
03683460285;SEDE;SOCIETA' IN NOME COLLETTIVO;;16/01/2002;SNACK BAR SOLE SNC DI BASSO MATTEO E SIMONE;35010;MASSANZAGO;0-2;;BAR E ALTRI ESERCIZI SIMILI SENZA CUCINA, CAFFETTERIE, BIRRERIE, (DAL 18/01/2002);56.3;Bar e altri esercizi simili senza cucina;VIA ROMA, 20, 35010 MASSANZAGO PD;;;;;;;;;;
03899300275;SEDE;IMPRESA INDIVIDUALE;;27/04/2018;SNACK BAR SUN DAKAI;35010;MASSANZAGO;0-2;339/3376669;RISTORAZIONE CON SOMMINISTRAZIONE, (DAL 12/04/2018);56.10.11;Ristoranti e attività di ristorazione mobile;VIALE ROMA, 72/1, 35010 MASSANZAGO PD;;;;;;;;;;
05366460284;SEDE;IMPRESA INDIVIDUALE;;26/03/2021;VIRIDIS CAFE' DI CAON GIORGIA;35010;MASSANZAGO;3-9;;BAR E ALTRI ESERCIZI SIMILI SENZA CUCINA;56.3;Bar e altri esercizi simili senza cucina;VIALE ROMA, 54/4, 35010 MASSANZAGO PD;;;;;;;;;;
02571460282;SEDE;SOCIETA' IN NOME COLLETTIVO;;09/09/1992;AL CACCIATORE DI MICHELETTO G. E M. S.N.C.;35017;PIOMBINO DESE;0-2;049/9365004;TRATTORIA;56.10.11;Ristoranti e attività di ristorazione mobile;VIA RONCHI SINISTRA, 31, 35017 PIOMBINO DESE PD;;;;;;;;;;
05019390284;SEDE;IMPRESA INDIVIDUALE;;19/01/2017;ANTICA OSTERIA DAI MORETTI DI MASON ROBERTO;35017;PIOMBINO DESE;3-9;;RISTORAZIONE CON SOMMINISTRAZIONE (RISTORANTE, OSTERIA, PIZZERIA, BAR);56.10.11;Ristoranti e attività di ristorazione mobile;VIA PIAVE, 70, 35017 PIOMBINO DESE PD;;;;;;;;;;
04072650288;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;13/01/2006;BABYLON SRL;35017;PIOMBINO DESE;0-2;;RISTORANTE-PIZZERIA-GRIGLIERIA, BAR (DAL 07/04/2006).;56.10.11;Ristoranti e attività di ristorazione mobile;VIA MEOLDE, 7, 35017 PIOMBINO DESE PD;;;;;;;;;;
05116220269;SEDE;IMPRESA INDIVIDUALE;;26/10/2020;BAR ANGOLO 88 DI WANG MENGSHU;35017;PIOMBINO DESE;0-2;;BAR E ALTRI ESERCIZI SIMILI SENZA CUCINA;56.3;Bar e altri esercizi simili senza cucina;VIA MARCONI, 37, 35017 PIOMBINO DESE PD;;;;;;;;;;
03596201206;SEDE;IMPRESA INDIVIDUALE;;02/02/2017;BAR CENTRALE DI LIN AIE;35017;PIOMBINO DESE;0-2;;BAR E ALTRI ESERCIZI SIMILI SENZA CUCINA;56.3;Bar e altri esercizi simili senza cucina;VIA ROMA, 60, 35017 PIOMBINO DESE PD;;;;;;;;;;
03264270285;SEDE;SOCIETA' IN NOME COLLETTIVO;;08/01/1998;BAR CENTRALE DI TOSATTO STEFANO E C. SNC;35017;PIOMBINO DESE;0-2;049/9350115;BAR (DAL 09/12/1997);56.3;Bar e altri esercizi simili senza cucina;VIA G.CARDUCCI, 12/B, 35017 PIOMBINO DESE PD;;;;;;;;;;
03745570287;SEDE;IMPRESA INDIVIDUALE;;28/10/2003;CAFFE' ZODIACO DI BELLINATO DARIO;35017;PIOMBINO DESE;0-2;; BAR, CAFFE' (DAL 12/10/2003);56.3;Bar e altri esercizi simili senza cucina;VIA DRAGANZIOLO, 49, 35017 PIOMBINO DESE PD;;;;;;;;;;
03931700284;UL;IMPRESA INDIVIDUALE;;07/04/2007;DE GUSTIBUS DI TOSATTO LUCIO;35017;PIOMBINO DESE;;; PIZZERIA DA ASPORTO, COMMERCIO AL DETTAGLIO DI BIBITE E GELATI (DAL 07/04/2007).;56.10.11;Ristoranti e attività di ristorazione mobile;VIA GIOSUE' CARDUCCI, 41, 35017 PIOMBINO DESE PD;;;;;;;;;;
04600940284;SEDE;IMPRESA INDIVIDUALE;;27/06/2018;DE LUCA ALESSANDRA;35017;PIOMBINO DESE;3-9;;RISTORANTE PIZZERIA BAR;56.10.11;Ristoranti e attività di ristorazione mobile;VIA ALBARE, 19, 35017 PIOMBINO DESE PD;;;;;;;;;;
04829090283;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;18/07/2014;EFFECI S.R.L.;35017;PIOMBINO DESE;3-9;;SOMMINISTRAZIONE DI ALIMENTI E BEVANDE: BAR E CAFFE';56.3;Bar e altri esercizi simili senza cucina;VIA PACINOTTI, 8/1, 35017 PIOMBINO DESE PD;;;;;;;;;;
02384440281;SEDE;IMPRESA INDIVIDUALE;;12/06/1990;GASTRONOMIA LA MERIDIANA DI BELLO' PAOLO;35017;PIOMBINO DESE;0-2;049/9366785;GASTRONOMIA E ROSTICCERIA;56.10.2;Ristoranti e attività di ristorazione mobile;VIA DANTE, 17/II, 35017 PIOMBINO DESE PD;;;;;;;;;;
03216640288;SEDE;IMPRESA INDIVIDUALE;;10/02/1997;GIPSY BAR DI GORGI LILIANA;35017;PIOMBINO DESE;0-2;049/9366710; BAR (DAL 16.01.1997);56.3;Bar e altri esercizi simili senza cucina;PIAZZA COLONNELLO DE GASPERI, 7, 35017 PIOMBINO DESE PD;;;;;;;;;;
02010430896;SEDE;IMPRESA INDIVIDUALE;;11/02/2020;GIULY BAR DI MARCHESE GENNARO;35017;PIOMBINO DESE;0-2;;BAR E ALTRI ESERCIZI SIMILI SENZA CUCINA;56.3;Bar e altri esercizi simili senza cucina;VIA ROMA, 83, 35017 PIOMBINO DESE PD;;;;;;;;;;
04865200267;SEDE;IMPRESA INDIVIDUALE;;10/03/2017;HYSNIU EGZON;35017;PIOMBINO DESE;10-49;;PIZZERIA PER ASPORTO;56.10.2;Ristoranti e attività di ristorazione mobile;VIA DANTE, 18/A, 35017 PIOMBINO DESE PD;;;;;;;;;;
05206450289;SEDE;SOCIETA' IN NOME COLLETTIVO;;20/03/2019;LA MIMOSA S.N.C. DI CAVINATO MONICA & C.;35017;PIOMBINO DESE;0-2;;SOMMINISTRAZIONE DI ALIMENTI E BEVANDE: BAR, RISTORANTE, PIZZERIA ANCHE DA ASPORTO;56.10.11;Ristoranti e attività di ristorazione mobile;VIALE DELLA VITTORIA, 17/A, 35017 PIOMBINO DESE PD;;;;;;;;;;
04920120286;SEDE;IMPRESA INDIVIDUALE;;26/11/2015;LA MORA VIOLA DI BERTON LAURA;35017;PIOMBINO DESE;0-2;;GELATERIA ARTIGIANALE PER ASPORTO;56.10.3;Ristoranti e attività di ristorazione mobile;VIA ROMA, 114, 35017 PIOMBINO DESE PD;;;;;;;;;;
01129980288;UL;SOCIETA' IN ACCOMANDITA SEMPLICE;;09/05/1984;LAGO AL BOSCHETTO S.A.S. DI CHIARIONI GIANLUCA & C.;35017;PIOMBINO DESE;0-2;049/5990039;RISTORANTE E BAR CON CUCINA (DAL 29/04/2017);56.10.11;Ristoranti e attività di ristorazione mobile;MONTE GRAPPA, 1/3, 35017 PIOMBINO DESE PD;;;;;;;;;;
04345640280;SEDE;SOCIETA' IN NOME COLLETTIVO;;07/01/2009;L'ANGOLO NASCOSTO SNC DI OROFALO MAURO, LUIGI  &  C.;35017;PIOMBINO DESE;3-9;;SOMMINISTRAZIONE AL PUBBLICO DI ALIMENTI E BEVANDE ( RISTORANTE );56.10.11;Ristoranti e attività di ristorazione mobile;VIA PIAVE, 51/B, 35017 PIOMBINO DESE PD;;;;;;;;;;
00334190287;SEDE;IMPRESA INDIVIDUALE;;27/04/1995;LORENZONI SABRINA;35017;PIOMBINO DESE;0-2;; BAR (DAL 09.02.1995);56.3;Bar e altri esercizi simili senza cucina;VIA ZANGANILI, 2, 35017 PIOMBINO DESE PD;;;;;;;;;;
04810290280;SEDE;SOCIETA' IN NOME COLLETTIVO;;16/04/2014;LUSINIAL S.N.C. DI SALVINI SIMONA & CHINELLATO LUCA;35017;PIOMBINO DESE;0-2;;BAR;56.3;Bar e altri esercizi simili senza cucina;VIA PIGNAN, 6/A, 35017 PIOMBINO DESE PD;;;;;;;;;;
05088580286;SEDE;IMPRESA INDIVIDUALE;;17/10/2017;MARI E MONTI DI SCQUIZZATO ANDREA;35017;PIOMBINO DESE;0-2;;COMMERCIO AMBULANTE DI PRODOTTI ALIMENTARI (PESCE, CARNE, BIBITE E ALTRI) CON SOMMINISTRAZIONE;56.10.42;Ristoranti e attività di ristorazione mobile;VIA VOLPINE, 21, 35017 PIOMBINO DESE PD;;;;;;;;;;
02592160283;SEDE;SOCIETA' IN NOME COLLETTIVO;;14/03/1995;MILU' S.N.C. DI DINATO LUCA E C.;35017;PIOMBINO DESE;3-9;049/9366093;BAR (DAL 10.05.1995);56.3;Bar e altri esercizi simili senza cucina;ANGOLO VIA DANTE  V.LE DELLA VITTORIA, 31, 35017 PIOMBINO DESE PD;;;;;;;;;;
02592160283;UL;SOCIETA' IN NOME COLLETTIVO;;29/12/1995;MILU' S.N.C. DI DINATO LUCA E C.;35017;PIOMBINO DESE;3-9;049/9366093;;56.3;Bar e altri esercizi simili senza cucina;VIALE DELLA  VITTORIA, 29/I, 35017 PIOMBINO DESE PD;;;;;;;;;;
04360130282;SEDE;IMPRESA INDIVIDUALE;;25/02/2009;MIOLO LEONARDO;35017;PIOMBINO DESE;3-9;;BAR (DAL 27/01/2009).;56.3;Bar e altri esercizi simili senza cucina;VIA ROMA, 67, 35017 PIOMBINO DESE PD;;;;;;;;;;
01000840288;SEDE;IMPRESA INDIVIDUALE;;04/12/1981;NONZOLONI GRAZIELLA;35017;PIOMBINO DESE;0-2;049/9350130;ATTIVITA': BAR TRATTORIA (DAL 28/11/1981);56.3;Bar e altri esercizi simili senza cucina;VIA MARCO POLO, 24, 35017 PIOMBINO DESE PD;;;;;;;;;;
04388170286;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;05/05/2009;OBIETTIVO PIZZA SRL;35017;PIOMBINO DESE;10-49;;PIZZERIA PER ASPORTO.;56.10.2;Ristoranti e attività di ristorazione mobile;VIA BORTOLONI, 1/I-II, 35017 PIOMBINO DESE PD;;;;;;;;;;
05402720287;SEDE;IMPRESA INDIVIDUALE;;27/09/2021;ORANGE CAFE' DI PELLOSO MARCO;35017;PIOMBINO DESE;0-2;;BAR E ALTRI ESERCIZI SIMILI SENZA CUCINA;56.3;Bar e altri esercizi simili senza cucina;VIA M. BORTOLONI, 1, 35017 PIOMBINO DESE PD;;;;;;;;;;
05358290285;SEDE;IMPRESA INDIVIDUALE;;02/03/2021;PILLON SILVIA;35017;PIOMBINO DESE;0-2;;AFFITTACAMERE PER BREVI SOGGIORNI, CASE ED APPARTAMENTI PER VACANZE, BED AND BREAKFAST, RESIDENCE;55.20.51;Alloggi per vacanze e altre strutture per brevi soggiorni;VIA RIALTO, 8/A, 35017 PIOMBINO DESE PD;;;;;;;;;;
03369150283;SEDE;IMPRESA INDIVIDUALE;;30/12/1998;PIZZERIA SOMBRERO DI PERIN ANTONELLA;35017;PIOMBINO DESE;3-9;;RISTORANTE;56.10.11;Ristoranti e attività di ristorazione mobile;VIA DEI MARCELLO, 28, 35017 PIOMBINO DESE PD;;;;;;;;;;
02005930280;SEDE;SOCIETA' IN NOME COLLETTIVO;;19/02/1986;PRISTEL DI CAGNIN PRIMO E C. S.N.C.;35017;PIOMBINO DESE;0-2;049/9365749;BAR, TRATTORIA;56.10.11;Ristoranti e attività di ristorazione mobile;VIA ADIGE, 5/B, 35017 PIOMBINO DESE PD;;;;;;;;;;
04424860288;SEDE;IMPRESA INDIVIDUALE;@RIMAZ.IT;12/11/2009;RIMAZ RISTORAZIONE E ALLOGGI DI ZIZZOLA MARTINO;35017;PIOMBINO DESE;3-9;;RISTORANTE;56.10.11;Ristoranti e attività di ristorazione mobile;VIA ROMA, 61, 35017 PIOMBINO DESE PD;http://www.rimaz.it/;alloggi, affitto, veneto, rimaz, vacanze, soggiorni, personalizzate, arredati, famiglie, cost, dese, piombino, ristorante, prezzi, zizzola, appartamenti, pernottamento, cuore, benessere, prenota, designer, abitativo, inclusive, martino, roma, alloggi cost, alloggi rimaz, piombino dese, alloggi arredati, affitto vacanze;True;it, en;;;;;;
04424860288;UL;IMPRESA INDIVIDUALE;@RIMAZ.IT;11/06/2010;RIMAZ RISTORAZIONE E ALLOGGI DI ZIZZOLA MARTINO;35017;PIOMBINO DESE;3-9;;AFFITTACAMERE (DAL 11/06/2010).;55.20.51;Alloggi per vacanze e altre strutture per brevi soggiorni;VIA DELLA VITTORIA, 5, 35017 PIOMBINO DESE PD;http://www.rimaz.it/;alloggi, affitto, veneto, rimaz, vacanze, soggiorni, personalizzate, arredati, famiglie, cost, dese, piombino, ristorante, prezzi, zizzola, appartamenti, pernottamento, cuore, benessere, prenota, designer, abitativo, inclusive, martino, roma, alloggi cost, alloggi rimaz, piombino dese, alloggi arredati, affitto vacanze;True;it, en;;;;;;
02332500285;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;03/01/1990;R.M.S.  S.A.S. DI MORETTO ROSEMMA;35017;PIOMBINO DESE;0-2;;BAR;56.3;Bar e altri esercizi simili senza cucina;VIALE DELLA STAZIONE, 6/C, 35017 PIOMBINO DESE PD;;;;;;;;;;
04587180284;SEDE;IMPRESA INDIVIDUALE;STUDIOTRE@STUDIOBOMBARDINI.191.IT;02/12/2014;ROSATO CINZIA;35017;PIOMBINO DESE;3-9;049/9461072;PIZZERIA DA ASPORTO;56.10.2;Ristoranti e attività di ristorazione mobile;VIA FONTANELLE, 30, 35017 PIOMBINO DESE PD;;;;;;;;;;
04219040278;SEDE;IMPRESA INDIVIDUALE;;17/02/2014;SAN FERDINANDO DI FUSCO ANTONIO;35017;PIOMBINO DESE;10-49;;BAR, PIZZERIA, RISTORANTE (DAL 13/02/2014);56.10.11;Ristoranti e attività di ristorazione mobile;VIA PIGNAN, 11, 35017 PIOMBINO DESE PD;https://www.sanferdinandolevada.com/;locanda, ristorante, ferdinando, prenotare, televisione, pulizie, pizze, ospiti, precedente, carne, wifi, bagno, aria, giornaliere, grigliate, offre, piatti, condizionata, casa, guidami, pernottamento, completo, piombino, propri, trovarci, locanda ferdinando, offre propri, vieni trovarci, ristoro pernottamento, ospiti completo;;it, en;;;;;;
00043270289;SEDE;SOCIETA' IN NOME COLLETTIVO;;19/11/1993;SCAPINELLO FABIO E C. S.N.C.;35017;PIOMBINO DESE;3-9;049/9365087;ATTIVITA': PRODUZIONE PASTICCERIA FRESCA, COMMERCIO AL MINUTO DI DOLCIU- MI, PASTICCERIA FRESCA, GELATI SFUSI E CONFEZIONATI, LATTE, VINO E LIQUORI IN RE CIPIENTI CHIUSI, BAR (DAL 29.9.1993).;56.10.3;Ristoranti e attività di ristorazione mobile;VIA ROMA, 66, 35017 PIOMBINO DESE PD;;;;;;;;;;
05080110280;SEDE;IMPRESA INDIVIDUALE;;24/08/2017;SIMAZ CINZIA;35017;PIOMBINO DESE;0-2;;BAR E ALTRI ESERCIZI SIMILI SENZA CUCINA;56.3;Bar e altri esercizi simili senza cucina;VIA GRITTI, 10, 35017 PIOMBINO DESE PD;;;;;;;;;;
05087860283;SEDE;IMPRESA INDIVIDUALE;;31/10/2017;SIMION ROBERTA;35017;PIOMBINO DESE;0-2;;COMMERCIO AL DETTAGLIO SU AREE PUBBLICHE IN FORMA ITINERANTE (TIPO B) DI PRODOTTI ALIMENTARI CON SOMMINISTRAZIONE;56.10.42;Ristoranti e attività di ristorazione mobile;VIA M.POLO, 1/B, 35017 PIOMBINO DESE PD;;;;;;;;;;
03465660284;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO;;23/11/1999;SOCIAL CLUB S.R.L.;35017;PIOMBINO DESE;3-9;;PUBBLICO ESERCIZIO TIP. A E B (DAL 8.9.2000).;56.10.11;Ristoranti e attività di ristorazione mobile;VIA PACINOTTI, 12, 35017 PIOMBINO DESE PD;;;;;;;;;;
04034770265;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;28/04/2006;SPE & DAB SRL;35017;PIOMBINO DESE;;; BAR E CAFFE' (DAL 28.04.06);56.3;Bar e altri esercizi simili senza cucina;VIA ROMA, 60, 35017 PIOMBINO DESE PD;;;;;;;;;;
04877940280;SEDE;SOCIETA' IN NOME COLLETTIVO;;04/02/2015;TOSATTO ANGELICA E C. S.N.C.;35017;PIOMBINO DESE;0-2;;;56.10.2;Ristoranti e attività di ristorazione mobile;VIA CARDUCCI, 31, 35017 PIOMBINO DESE PD;;;;;;;;;;
04877940280;UL;SOCIETA' IN NOME COLLETTIVO;;18/02/2015;TOSATTO ANGELICA E C. S.N.C.;35010;MASSANZAGO;0-2;;PIZZERIA PER ASPORTO (DAL 18/02/2015);56.10.2;Ristoranti e attività di ristorazione mobile;VIA ROMA, 51, 35010 MASSANZAGO PD;;;;;;;;;;
05043220283;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;01/03/2017;TOTO S.R.L.;35017;PIOMBINO DESE;0-2;;BAR;56.3;Bar e altri esercizi simili senza cucina;VIA PIAVE, 46/A, 35017 PIOMBINO DESE PD;;;;;;;;;;
00043510288;SEDE;SOCIETA' IN NOME COLLETTIVO;;11/11/1993;TRATTORIA  DI BATTISTON MARIO ALLA MUSSA  S.N.C.;35017;PIOMBINO DESE;0-2;049/9365672;ATTIVITA': BAR, RISTORANTI (DAL 27.9.1993).;56.3;Bar e altri esercizi simili senza cucina;VIA MUSSA, 82, 35017 PIOMBINO DESE PD;;;;;;;;;;
04841960281;SEDE;IMPRESA INDIVIDUALE;;02/10/2014;VIDAL FRANCESCA - ENOBARONCHI;35017;PIOMBINO DESE;;;SOMMINISTRAZIONE DI ALIMENTI E BEVANDE: BAR - ENOTECA - VINI SFUSI;56.3;Bar e altri esercizi simili senza cucina;VIA RONCHI DX, 29, 35017 PIOMBINO DESE PD;;;;;;;;;;
02453230282;SEDE;IMPRESA INDIVIDUALE;;11/06/2021;ZIZZOLA ANTONIO;35012;PIOMBINO DESE;3-9;049/5970276;BAR E ALTRI ESERCIZI SIMILI SENZA CUCINA;56.3;Bar e altri esercizi simili senza cucina;VIA DANTE, 13, 35012 PIOMBINO DESE PD;;;;;;;;;;
04572390286;SEDE;IMPRESA INDIVIDUALE;;30/09/2011;AL GALLO D'ORO DI LIN XIAOFENG;35010;SAN GIORGIO DELLE PERTICHE;3-9;;ESERCIZIO DI SOMMINISTRAZIONE DI ALIMENTI E BEVANDE: BAR-RISTORANTE;56.3;Bar e altri esercizi simili senza cucina;VIA BRENTA, 41-43/A, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
05070410286;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;29/06/2017;ALBERES SRL;35010;SAN GIORGIO DELLE PERTICHE;0-2;;;56.10.11;Ristoranti e attività di ristorazione mobile;VIA FASOLATI, 22, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04373550260;SEDE;IMPRESA INDIVIDUALE;INFO@LANTIANCONSULTING.IT;27/04/2010;BAR CAPANNINA DI XU LINGMEI;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/8765325;BAR E ALTRI ESERCIZI SIMILI SENZA CUCINA;56.3;Bar e altri esercizi simili senza cucina;VIA ROMA, 388, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
03335830281;SEDE;IMPRESA INDIVIDUALE;;22/05/1998;BAR CENTRALE DI SALVADOR EMMA;35010;SAN GIORGIO DELLE PERTICHE;3-9;049/9370109;BAR (DAL 16/05/1998);56.3;Bar e altri esercizi simili senza cucina;VIA ROMA, 75, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04750450282;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;24/07/2013;BAR MANU S.A.S. DI PURRAZZO MARIA & C.;35010;SAN GIORGIO DELLE PERTICHE;0-2;;ESERCIZIO DI SOMMINISTRAZIONE DI ALIMENTI E BEVANDE -  BAR;56.3;Bar e altri esercizi simili senza cucina;VIA ROMA, 100, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
03892370283;SEDE;SOCIETA' IN NOME COLLETTIVO;;24/02/2004;BAR ROMA S.N.C. DI CHEN LIFANG & C.;35010;SAN GIORGIO DELLE PERTICHE;0-2;;BAR CAFFE E RISTORANTE (DAL 20/05/2006);56.10.11;Ristoranti e attività di ristorazione mobile;VIA ROMA, 141, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
03777250287;SEDE;IMPRESA INDIVIDUALE;;13/02/2003;BAR TRATTORIA ALLA QUAGLIA DI BARBAN ADRIANA;35010;SAN GIORGIO DELLE PERTICHE;3-9;;BAR, TRATTORIA E RIVENDITA DI GENERI DI MONOPOLIO (DAL 23.12.2002);56.10.11;Ristoranti e attività di ristorazione mobile;VIA DEL SANTO, 103, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04030800280;SEDE;IMPRESA INDIVIDUALE;;24/04/2007;BARICENTRO DI LIBRALON FILIPPO;35010;SAN GIORGIO DELLE PERTICHE;3-9;;BAR (DAL 02/04/2007).;56.3;Bar e altri esercizi simili senza cucina;PIAZZA MINOZZI, 10, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
01304690322;SEDE;IMPRESA INDIVIDUALE;;09/01/2020;BEVILAQUA ANGELA;35010;SAN GIORGIO DELLE PERTICHE;0-2;;PRODUZIONE GASTRONOMIA DI PRODOTTI TIPICI SU MEZZO MOBILE IN FORMA ITINERANTE DI TIPO  B;56.10.42;Ristoranti e attività di ristorazione mobile;VIA GIOVANNI DA CAVINO, 70/C/3, 35010 SAN GIORGIO DELLE PERTICHE PD;https://frascadiconfine.altervista.org/;frasca, confine, wine, food, eventi, speciali, friuli, vini, sembianza, struttura, collaborazioni, collaboriamo, wines, ville, padova, hamburger, campeggi, degustarli, ditta, parchi, ristorazione, fondamentale, pertiche, angela, giorgio, frasca confine, soddisfare struttura, assunto sembianza, friuli venezia, comodamente casa;;it, en;https://www.facebook.com/frascadiconfine;;https://www.linkedin.com/company/frascadiconfine;;;https://www.instagram.com/frascadiconfine.it
04702230287;SEDE;IMPRESA INDIVIDUALE;;14/02/2013;BOESSO SOFIA;35010;SAN GIORGIO DELLE PERTICHE;3-9;;PIZZERIA PER ASPORTO;56.10.2;Ristoranti e attività di ristorazione mobile;VIA ROMA, 110, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04586520282;SEDE;IMPRESA INDIVIDUALE;;31/08/2011;CALABRO ' DOMENICO OMAR;35010;SAN GIORGIO DELLE PERTICHE;3-9;;PIZZERIA PER ASPORTO;56.10.2;Ristoranti e attività di ristorazione mobile;VIA GIUSTINIANI, 3, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04362710230;SEDE;IMPRESA INDIVIDUALE;LINA@STUDIOCONSULENZAMARTINELLO.191.IT;18/11/2015;CHAUDHRY ZAHID AHMED;35010;SAN GIORGIO DELLE PERTICHE;0-2;;KEBAB - RISTORAZIONE SENZA SOMMINISTRAZIONE CON PREPARAZIONE DI CIBI DA ASPORTO;56.10.2;Ristoranti e attività di ristorazione mobile;VIA G.DA CAVINO, 80, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04837130287;SEDE;SOCIETA' IN NOME COLLETTIVO;;10/09/2014;CIRCUITO BAR S.N.C. DI FUSARO ANDREA & C.;35010;SAN GIORGIO DELLE PERTICHE;3-9;;ESERCIZIO DI SOMMINISTRAZIONE DI ALIMENTI E BEVANDE - BAR;56.3;Bar e altri esercizi simili senza cucina;VIA CASELLE, 1/22, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04177030246;UL;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;01/01/2019;D.S.C. SRLS;35010;SAN GIORGIO DELLE PERTICHE;;; GELATERIA / PASTICCERIA (DAL 01/01/2019);56.10.3;Ristoranti e attività di ristorazione mobile;VIA CASELLE, 1/22, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
03252050285;UL;SOCIETA' IN NOME COLLETTIVO;;03/12/1997;FRATELLI FRANCATO S.N.C. DI FRANCATO MAURIZIO E C.;35010;SAN GIORGIO DELLE PERTICHE;3-9;049/5741080;BAR, RISTORANTE, PIZZERIA DAL (03.12.1997);56.3;Bar e altri esercizi simili senza cucina;VIA GIOVANNI DA CAVINO, 53/55, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
