Partita_IVA;Sede_o_UL;Forma_giuridica;Email;Data_iscrizione;Denominazione;Cap;Comune;Classe_addetti;Telefono;Attivita'_dichiarata;Codice_ateco_principale;Settore_livello_2;Indirizzo_corretto;URL;Keys;Has_contact_form;Available_translations;Facebook;Twitter;Linkedin;Youtube;Pinterest;Instagram
01706710280;SEDE;IMPRESA INDIVIDUALE;;04/11/1982;DEGLI AGOSTINI DENIS;35010;BORGORICCO;0-2;049/9335509;COMMERCIO AMBULANTE FRUTTA E VERDURA, DOLCIUMI, GIOCATTOLI, FIORI E PIANTE (DAL 28/10/1982);47.81.09;Altre attività di commercio al dettaglio;VIA FRATTA, 26, 35010 BORGORICCO PD;;;;;;;;;;
03582070284;SEDE;SOCIETA' IN NOME COLLETTIVO;;12/12/2000;DEMET S.N.C. DI DE SANTI GIANNI GIUSEPPE & C.;35010;BORGORICCO;0-2;;COMMERCIO AL DETTAGLIO DI CONFEZIONI PER ADULTI;47.71.1;Altre attività di commercio al dettaglio;VIA VENETO, 27, 35010 BORGORICCO PD;https://www.urbanstreetwearshop.it/;urban, listino, carrello, arte, factory, shirt, esaurito, streetwear, pay, scontato, unitario, offerta, felpe, mirano, pantaloni, waste, triparmony, sinistra, elia, collezioni, gloria, outlet, destra, novita, negozio, urban factory, urban streetwear, arte waste, arte triparmony, sinistra destra;True;it;https://www.facebook.com/urban.mirano/?ref=aymt_homepage_panel&eid=ARCHrM6BdVrD1aZSSg0Sx93InsG0fHAzd9QaL0OL-l4WHnqEoMH7RH2TM2CfGHnUdrxf_v8y0v7OTVuH;;;;;https://www.instagram.com/urban.mirano/?hl=it
04751100282;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;30/07/2013;DISTRIBUZIONE UFFICIO S.R.L.;35010;BORGORICCO;10-49;;COMMERCIO ALL'INGROSSO DI CARTA, ARTICOLI DI CANCELLERIA E MATERIALI PER UFFICIO;46.49.1;Altre attività di commercio all'ingrosso;VIA DELL'INDUSTRIA, 24, 35010 BORGORICCO PD;https://distribuzioneufficio.it/;ufficio, stampa, distribuzione, buffetti, ordina, etichette, timbri, bobina, abbigliamento, cancelleria, fieristici, allestimenti, targhe, elettronica, adesivi, formato, laser, cartotecnica, fatturazione, arredo, stickers, incisioni, scarpe, imballi, promozionale, distribuzione ufficio, etichette bobina, allestimenti fieristici, stampa formato, fatturazione elettronica;True;it;https://www.facebook.com/distribuzioneufficio/;;;;;
04751100282;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;07/08/2013;DISTRIBUZIONE UFFICIO S.R.L.;35011;CAMPODARSEGO;10-49;;COMMERCIO ALL'INGROSSO DI CARTA, ARTICOLI DI CANCELLERIA E MATERIALI PER UFFICIO (DAL 07/08/2013);46.49.1;Altre attività di commercio all'ingrosso;VIA ANTONIANA, 220/F, 35011 CAMPODARSEGO PD;https://distribuzioneufficio.it/;ufficio, stampa, distribuzione, buffetti, ordina, timbri, etichette, bobina, cancelleria, abbigliamento, fieristici, targhe, allestimenti, elettronica, formato, adesivi, laser, cartotecnica, fatturazione, arredo, stickers, promozionale, imballi, digitale, scarpe, distribuzione ufficio, etichette bobina, allestimenti fieristici, stampa formato, bobina stickers;True;it;https://www.facebook.com/distribuzioneufficio/;;;;;
04751100282;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;31/08/2015;DISTRIBUZIONE UFFICIO S.R.L.;35012;CAMPOSAMPIERO;10-49;;COMMERCIO AL DETTAGLIO DI CARTA, ARTICOLI DI CANCELLERIA E MATERIALI PER UFFICIO, SERVIZI DI STAMPA (DAL 31.08.2015);47.62.2;Altre attività di commercio al dettaglio;VIA BONORA, 47, 35012 CAMPOSAMPIERO PD;https://distribuzioneufficio.it/;ufficio, stampa, distribuzione, buffetti, ordina, etichette, timbri, bobina, fieristici, cancelleria, abbigliamento, allestimenti, targhe, elettronica, adesivi, formato, laser, cartotecnica, arredo, fatturazione, stickers, digitale, promozionale, imballi, offset, distribuzione ufficio, etichette bobina, allestimenti fieristici, stampa formato, fatturazione elettronica;True;it;https://www.facebook.com/distribuzioneufficio/;;;;;
04751100282;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;14/07/2021;DISTRIBUZIONE UFFICIO S.R.L.;35011;CAMPODARSEGO;10-49;;COMMERCIO AL DETTAGLIO DI ARTICOLI DI CANCELLERIA E MATERIALE PER UFFICIO (DAL 14/07/2021);47.62.2;Altre attività di commercio al dettaglio;VIA CALTANA, 300-302, 35011 CAMPODARSEGO PD;https://distribuzioneufficio.it/;ufficio, stampa, distribuzione, buffetti, ordina, etichette, timbri, bobina, abbigliamento, cancelleria, fieristici, allestimenti, targhe, elettronica, adesivi, formato, laser, cartotecnica, fatturazione, arredo, stickers, incisioni, scarpe, imballi, promozionale, distribuzione ufficio, etichette bobina, allestimenti fieristici, stampa formato, fatturazione elettronica;True;en, it;https://www.facebook.com/distribuzioneufficio/;;;;;
05328080287;UL;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;04/02/2021;DMC TRADING SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;35010;BORGORICCO;;;COMMERCIO ALL'INGROSSO DI ZAINI PORTA ATTREZZI, PICCOLI UTENSILI E ATTREZZI PROFESSIONALI, ARTICOLI DI FERRAMENTA (DAL 04/02/2021).;46.49.9;Altre attività di commercio all'ingrosso;VIA DESMAN, 173, 35010 BORGORICCO PD;;;;;;;;;;
03509580266;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;26/06/2007;DOPPIA VU S.R.L.;35010;BORGORICCO;;049/9335141;GESTIONE DI IMPIANTI FOTOVOLTAICI DI POTENZA INFERIORE A 20 KW PER LA PRODUZIONE DI ENERGIA ELETTRICA (DAL 15/10/2010);35.11;Fornitura di servizi di rete (elettricità, acqua, gas, rifiuti);VIA DELLE RIVE, 3, 35010 BORGORICCO PD;;;;;;;;;;
03509580266;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;10/06/2011;DOPPIA VU S.R.L.;35010;MASSANZAGO;;;PRODUZIONE DI ENERGIA ELETTRICA MEDIANTE IMPIANTO FOTOVOLTAICO DELLA POTENZA NOMINALE DI KW 19,68 (DAL 10/06/2011);35.11;Fornitura di servizi di rete (elettricità, acqua, gas, rifiuti);VIA G.B. CANAL, 14, 35010 MASSANZAGO PD;;;;;;;;;;
03509580266;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;30/03/2016;DOPPIA VU S.R.L.;35010;MASSANZAGO;;;;35.11;Fornitura di servizi di rete (elettricità, acqua, gas, rifiuti);VIA DE FAVERI, 3, 35010 MASSANZAGO PD;;;;;;;;;;
02720110283;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;31/01/2000;DOPPIOGI S.R.L.;35010;BORGORICCO;0-2;;COMMERCIO ALL'INGROSSO DI PRODOTTI PER L'ILLUMINAZIONE E PRODOTTI PER L'INFORMATICA;46.47.3;Altre attività di commercio all'ingrosso;VIA DELLA PIEVE, 75, 35010 BORGORICCO PD;https://www.doppiogi.it/;led, lampade, tp, esclusa, lighting, ge, lm, dg, mcg, tungsram, toshiba, fsl, luxilighting, logitech, cri, kh, ip, verbatim, doppiogi, imperia, driver, router, watt, bticino, benq, lampade led, ge lighting, toshiba lampade, led driver, dg lighting;True;en, it;;;;;;
05252830285;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;19/11/2019;EDG S.R.L.;35010;BORGORICCO;50-249;;;46.49.9;Altre attività di commercio all'ingrosso;VIA GAFFARELLO, 75, 35010 BORGORICCO PD;https://www.edg.it/en;edg, client, prodotti, order, conditions, terms, payment, delivery, days, cataloghi, sale, iscrivimi, ordine, maria, sala, confirmation, orders, writing, relativi, defects, receipt, event, venezia, warranty, presenti, maria sala, order confirmation, sala venezia, conditions sale, sale contract;True;de, en, it;https://it-it.facebook.com/edgenzodegasperi/;;;https://www.youtube.com/channel/UCVRfRnut8wHdT5fbqapbHzQ;https://www.pinterest.com/EnzoDeGasperi/;https://www.instagram.com/edgenzodegasperi/
03980940286;SEDE;SOCIETA' IN NOME COLLETTIVO;;21/01/2005;EDILIZIA CHERUBIN S.N.C. DI CHERUBIN LUCA & C.;35010;BORGORICCO;0-2;;COMMERCIO ALL'INGROSSO DI MATERIALI DA COSTRUZIONE, INCLUSI I MATERIALI IGIENICO SANITARI, VERNICI COLORI, ARTICOLI IN FERRO E ALTRI MATERIALI FERROSI PER L'EDILIZIA E LA CASA, FERRAMENTA (DAL 09.02.2005);46.73.2;Altre attività di commercio all'ingrosso;VIA DELLA PIEVE, 24/A, 35010 BORGORICCO PD;;;;;;;;;;
04678500283;SEDE;IMPRESA INDIVIDUALE;;08/10/2012;EKE ISAAC IKECHUKWU;35010;BORGORICCO;0-2;;COMMERCIO AL DETTAGLIO PRESSO IL DOMICILIO DEL CONSUMATORE DI ARTICOLI TESSILI E CASALINGHI;47.99.1;Altre attività di commercio al dettaglio;VIALE EUROPA, 13, 35010 BORGORICCO PD;;;;;;;;;;
03757600287;SEDE;IMPRESA INDIVIDUALE;;23/06/2008;ERBORISTERIA ALLA SALUTE DI DENGO VANIA;35010;BORGORICCO;0-2;; COMMERCIO AL MINUTO DI PRODOTTI DI ERBORISTERIA (DAL 26.5.2008).;47.75.2;Altre attività di commercio al dettaglio;VIALE EUROPA, 5/B, 35010 BORGORICCO PD;;;;;;;;;;
00065410284;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;06/12/1994;EREDI DI CARMINATO RINO S.A.S. DI CARMINATO GIGLIOLA & C.;35010;BORGORICCO;0-2;049/5790788;COMMERCIO AL MINUTO DI CARBURANTI;47.3;Altre attività di commercio al dettaglio;VIA STRAELLE, 89, 35010 BORGORICCO PD;;;;;;;;;;
04827820285;SEDE;IMPRESA INDIVIDUALE;;22/07/2014;ERHUMWUNSE NAOMI;35010;BORGORICCO;0-2;;VENDITA AL DETTAGLIO PRESSO IL DOMICILIO DEL CONSUMATORE DI ARTICOLI TESSILI E CASALINGHI;47.51.1;Altre attività di commercio al dettaglio;VIA PAPA LUCIANI, 16, 35010 BORGORICCO PD;;;;;;;;;;
04163070289;SEDE;IMPRESA INDIVIDUALE;;03/04/2007;ESSE EMME DI MIOZZO SIMONE;35010;BORGORICCO;0-2;;COMMERCIO ALL'INGROSSO DI SAPONI E DETERSIVI (DAL 08/01/2007);46.44.3;Altre attività di commercio all'ingrosso;VIA CARBONARA, 53, 35010 BORGORICCO PD;;;;;;;;;;
05253010283;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;18/11/2019;FARMACIA OCCARI SRL;35010;BORGORICCO;3-9;;FARMACIE, (DAL 30/12/2019);47.73.1;Altre attività di commercio al dettaglio;;;;;;;;;;;
05101100286;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;18/12/2017;FARMACIA SAN MICHELE S.R.L.;35010;BORGORICCO;3-9;;FARMACIA;47.73.1;Altre attività di commercio al dettaglio;PIAZZA GIOVANNI XXIII, 11, 35010 BORGORICCO PD;;;;;;;;;;
05052170288;SEDE;SOCIETA' IN NOME COLLETTIVO;;27/04/2017;FARMACIA SANT'EUFEMIA S.N.C. DEI DOTTORI  SILVIA FRANK E ENRICO SARTORI;35010;BORGORICCO;3-9;;FARMACIA, ACCESSORI DI ABBIGLIAMENTO, BIANCHERIA INTIMA, COSMETICI, PRODOTTI PER LA BELLEZZA, ARTICOLI SANITARI, PRESIDI MEDICO-CHIRURGICI, PRODOTTI DESTINATI ALL'IGIENE PERSONALE, PRODOTTI DIETETICI, GIOCATTOLI EDUCATIVI PER L'INFANZIA,CALZATURE, PRODOTTI ALIMENTARI BIOLOGICI CONFEZIONATI PER CELIACI, (DAL 17/07/2017);47.73.1;Altre attività di commercio al dettaglio;VIA DELLA PIEVE, 61, 35010 BORGORICCO PD;;;;;;;;;;
03307790281;SEDE;IMPRESA INDIVIDUALE;;09/12/1981;FASOLO GIUSEPPE;35010;BORGORICCO;0-2;;ORTICOLTURA, TABACCHICOLTURA (DAL 05.02.1998);47.52.4;Altre attività di commercio al dettaglio;VIA LOVARA, 2C, 35010 BORGORICCO PD;;;;;;;;;;
03933870283;SEDE;IMPRESA INDIVIDUALE;;01/09/2004;FASOLO LEONARDO;35010;BORGORICCO;0-2;; COMMERCIO AMBULANTE A POSTEGGIO FISSO DI TESSUTI E ABBIGLIAMENTO (DAL 02.08.2004 );47.82.01;Altre attività di commercio al dettaglio;VIA MUSON, 37, 35010 BORGORICCO PD;;;;;;;;;;
03289530283;SEDE;SOCIETA' IN NOME COLLETTIVO;;26/01/1998;FASSINA ARMANDO DI FASSINA ALBERTO & C. S.N.C.;35010;BORGORICCO;0-2;049/5798101;COMMERCIO ALL'INGROSSO E AL MINUTO DI MATERIALE DA COSTRUZIONE IDROTERMOSANITARIO, MANUFATTI IN CEMENTO, COMBUSTIBILI (DAL 10.02.1998), LAVORI DI POSA IN OPERA DI PAVIMENTI E RIVESTIMENTI, NOLEGGIO DI MACCHINARI E DI ATTREZZATURE PER LAVORI EDILI E DI GENIO CIVILE (DAL 10/04/2003);46.73.2;Altre attività di commercio all'ingrosso;VIA DESMAN, 188, 35010 BORGORICCO PD;;;;;;;;;;
03289530283;UL;SOCIETA' IN NOME COLLETTIVO;;10/10/2001;FASSINA ARMANDO DI FASSINA ALBERTO & C. S.N.C.;35010;BORGORICCO;0-2;;;46.73.2;Altre attività di commercio all'ingrosso;VIA ROMA, 49/A, 35010 BORGORICCO PD;;;;;;;;;;
03289530283;UL;SOCIETA' IN NOME COLLETTIVO;;01/03/2004;FASSINA ARMANDO DI FASSINA ALBERTO & C. S.N.C.;35010;BORGORICCO;0-2;;MOSTRA BENI PROPRI (DAL 01/03/2004);46.73.2;Altre attività di commercio all'ingrosso;VIA DESMAN, 198, 35010 BORGORICCO PD;;;;;;;;;;
04583350287;SEDE;IMPRESA INDIVIDUALE;;28/10/2011;FASSINA TIZIANO;35010;BORGORICCO;;;PRODUZIONE DI ENERGIA ELETTRICA DA IMPIANTO FOTOVOLTAICO;35.11;Fornitura di servizi di rete (elettricità, acqua, gas, rifiuti);VIA ROMA, 49/A, 35010 BORGORICCO PD;;;;;;;;;;
01554390284;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;10/12/1981;FAVARO SOCIETA' A RESPONSABILITA' LIMITATA;35010;BORGORICCO;10-49;049/9335128;COMMERCIO ALL'INGROSSO DI ABBIGLIAMENTO ED ACCESSORI IN PARTICOLARE CALZE E CALZINI.;46.42.3;Altre attività di commercio all'ingrosso;VIA ROMA, 145/147, 35010 BORGORICCO PD;https://www.dfavaro.com/;riflessi, donna, bambino, calze, certificazioni, intimo, collezioni, lady, autore, visual, marketing, nuove, cognome, panoramica, favaro, international, collant, dfavaro, network, europeo, archivio, acconsento, abilita, salva, verde, riflessi autore, lady riflessi, visual marketing, nuove collezioni, favaro international;True;en, it;https://www.facebook.com/favarocalzeintimo;;;;;https://www.instagram.com/favarointernational/
01297650283;SEDE;SOCIETA' IN NOME COLLETTIVO;;19/10/1992;FAVAROTTO SNC DI FAVAROTTO LUCIA PAMELA & C.;35010;BORGORICCO;0-2;049/5798112;ATTIVITA': COMMERCIO AMBULANTE ED AL MINUTO DI MERCERIE, TESSUTI, ABBI- GLIAMENTO, BIANCHERIA E CHINCAGLIERIA, LA PRODUZIONE, TAGLIO, CONFEZIO- NATURA DI ABBIGLIAMENTO UOMO - DONNA - BAMBINO IN GENERE, IMPORT ED EXPORT (DAL  7.9.1992).;47.8;Altre attività di commercio al dettaglio;VIA DELLA PIEVE, 28, 35010 BORGORICCO PD;;;;;;;;;;
04542120284;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;30/09/2011;FER.MAT S.R.L.;35010;BORGORICCO;10-49;;COMMERCIO  ALL'INGROSSO DI MATERIALE DA COSTRUZIONE, ACQUISTO, VENDITA, PERMUTA, RISTRUTTURAZIONE, COSTRUZIONE DIRETTA O A MEZZO DI APPALTI A TERZI DI BENI IMMOBILI SIA RUSTICI CHE URBANI, SIA CIVILI CHE INDUSTRIALI E COMMERCIALI, LA LOCAZIONE DI DETTI BENI (DAL 30.09.2011);46.73.2;Altre attività di commercio all'ingrosso;VIA GAFFARELLO, 73, 35010 BORGORICCO PD;http://www.fermatsrl.it/;padova, fer, mat, venezia, ceramiche, materiali, borgoricco, rivestimenti, edili, salzano, gaffarello, prodotti, isolanti, ceramica, pavimenti, ferramenta, marco, mattoni, roma, permette, agency, superficie, orezero, laterizi, offre, fer mat, materiali edili, gaffarello borgoricco, rivestimenti ceramica, ceramiche rivestimenti;True;it;https://www.facebook.com/Fer-Mat-424043977767560/;;;;;
03787960289;SEDE;IMPRESA INDIVIDUALE;;03/02/2003;FERRAMENTA G .& G. DI GASTALDELLO ALEX;35010;BORGORICCO;0-2;049/9336410; FERRAMENTA (DAL 16/01/2003);47.52.1;Altre attività di commercio al dettaglio;VIA ROMA, 65, 35010 BORGORICCO PD;;;;;;;;;;
04411400288;SEDE;SOCIETA' IN NOME COLLETTIVO;;08/09/2009;FIORERIA DENIS DI PELLIZZON DENIS & C. S.N.C.;35010;BORGORICCO;3-9;;COMMERCIO AL DETTAGLIO DI FIORI E PIANTE.;47.76.1;Altre attività di commercio al dettaglio;VIALE EUROPA, 11/B, 35010 BORGORICCO PD;https://www.fioreriadenis.it/;fiori, denis, fioreria, matrimoni, borgoricco, europa, funerali, fisc, ecodelgallo, consegna, piante, puoi, fabio, conoscere, domicilio, petali, peonie, chiamarci, pellizzon, chiederci, sapremo, arcate, oggetti, parole, navate, fioreria denis, puoi chiederci, chiamarci conoscere, conoscere consegna, consegna domicilio;False;it;https://www.facebook.com/FioreriaDenisBorgoricco;;;;;https://www.instagram.com/p/Ces1rSKtzBR/
03761030281;SEDE;IMPRESA INDIVIDUALE;;14/11/2002;FIORERIA EDEN DI FERRO MICHELA;35010;BORGORICCO;0-2;; COMMERCIO AL DETTAGLIO DI FIORI E PIANTE (DAL 21/10/2002) COMMERCIO AL MINUTO CON DISTRIBUTORE AUTOMATICO DI PIANTINE FIORITE E NON E FIORI CONFEZIONATI (DAL 10.6.2005).;47.76.1;Altre attività di commercio al dettaglio;VIA ROMA, 81, 35010 BORGORICCO PD;;;;;;;;;;
04163960281;SEDE;IMPRESA INDIVIDUALE;;05/03/2007;FIORIN MARIANNA;35010;BORGORICCO;0-2;; COMMERCIO AL MINUTO DI ARTICOLI DI CARTOLERIA, CANCELLERIA E FORNITURE PER UFFICIO, BIGIOTTERIA E CHINCAGLIERIE (DAL 3.2.2007).;47.62.2;Altre attività di commercio al dettaglio;VIA DELLA PIEVE, 94/A, 35010 BORGORICCO PD;;;;;;;;;;
00888890282;SEDE;IMPRESA INDIVIDUALE;;14/12/1979;FRANCESCHI LUCIANO;35010;BORGORICCO;0-2;049/5798283;COMMERCIO AL MINUTO LATTICINI, PRODOTTI CASEARI E ALIMENTARI E BOTTIGLIERIA (DAL 8.10.1979) COMMERCIO AMBULANTE DI GENERI ALIMENTARI (DAL 3.1.1980). COMMERCIO AL MINUTO DI FRUTTA E VERDURA (DAL 09.09.1991) COMMERCIO AL DETTAGLIO VIA INTERNET DI PRODOTTI ALIMENTARI ( DAL 16.06.2001 );47.11.4;Commercio al dettaglio in esercizi non specializzati (supermercati e grandi magazzini);VIA ROMA, 56, 35010 BORGORICCO PD;;;;;;;;;;
03381620289;SEDE;IMPRESA INDIVIDUALE;;28/04/1997;FRANZATO MONIA;35010;BORGORICCO;0-2;049/9335884; COMMERCIO AL MINUTO CARTOLERIA, GIORNALI E CHINCAGLIERIA (DAL 01.04.1997);47.6;Altre attività di commercio al dettaglio;VIALE EUROPA, 21/C, 35010 BORGORICCO PD;;;;;;;;;;
03974570271;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;21/03/2012;FRAP - DOLCERIE S.A.S. DI PANIZZON RICCARDO & C.;35010;BORGORICCO;0-2;;;47.24.2;Altre attività di commercio al dettaglio;VIA DESMAN, 143, 35010 BORGORICCO PD;;;;;;;;;;
04763270289;SEDE;IMPRESA INDIVIDUALE;;11/10/2013;FREE-LIGHT DI MAISTRO SANDRA;35010;BORGORICCO;;;COMMERCIO ALL'INGROSSO DI APPARECCHI ED ACCESSORI PER IMPIANTI IDRAULICI, DI RISCALDAMENTO E DI CONDIZIONAMENTO;46.74.2;Altre attività di commercio all'ingrosso;VIA PELOSA, 138/C, 35010 BORGORICCO PD;;;;;;;;;;
04160670289;SEDE;IMPRESA INDIVIDUALE;;15/01/2007;FURLAN NICOLETTA;35010;BORGORICCO;0-2;;COMMERCIO AL DETTAGLIO DI ABBIGLIAMENTO PER ADULTI(DAL 27.08.2011);47.71.1;Altre attività di commercio al dettaglio;VIA DELLA PIEVE, 27, 35010 BORGORICCO PD;;;;;;;;;;
02579960283;SEDE;SOCIETA' IN NOME COLLETTIVO;;06/12/1993;GALDIOLO GIACOMO S.N.C. DI GALDIOLO GIUSEPPE & C.;35010;BORGORICCO;0-2;049/5798167;COMMERCIO AL MINUTO DI ELETTRODOMESTICI, FERRAMENTA, COLORI E CASALINGHI, DI MOBILI, APPARECCHI RADIO-TV, APPARECCHI PER LA REGISTRAZIONE E LA RIPRODUZIONE SONORA E VISIVA, MATERIALE ACCESSORIO, MATERIALE ELETTRICO;47.52.1;Altre attività di commercio al dettaglio;VIA DELLA PIEVE, 88, 35010 BORGORICCO PD;;;;;;;;;;
04438190284;SEDE;IMPRESA INDIVIDUALE;;01/02/2010;GALLO ALBERTO;35010;BORGORICCO;0-2;;COMMERCIO AL DETTAGLIO DI FERRO (PRODOTTI FERROSI) DAL 19.01.2010.;47.52.1;Altre attività di commercio al dettaglio;VIA LOVARA, 55/A, 35010 BORGORICCO PD;;;;;;;;;;
05408840287;SEDE;IMPRESA INDIVIDUALE;ANDREAGALLO.DI@GMAIL.COM;14/10/2021;GALLO ANDREA;35010;BORGORICCO;0-2;;PROCACCIATORI D'AFFARI DI PRODOTTI ALIMENTARI, BEVANDE E TABACCO;46.19.02;Altre attività di commercio all'ingrosso;VIA DANDOLO, 9, 35010 BORGORICCO PD;;;;;;;;;;
03918930284;SEDE;IMPRESA INDIVIDUALE;;28/11/2012;GALLO RODOLFO;35010;BORGORICCO;;;PRODUZIONE DI ENERGIA ELETTRICA DA IMPIANTO FOTOVOLTAICO;35.11;Fornitura di servizi di rete (elettricità, acqua, gas, rifiuti);VIA PELOSA, 37, 35010 BORGORICCO PD;;;;;;;;;;
03918930284;UL;IMPRESA INDIVIDUALE;;16/11/2012;GALLO RODOLFO;35012;CAMPOSAMPIERO;;; PRODUZIONE DI ENERGIA ELETTRICA DA IMPIANTO FOTOVOLTAICO (DAL 16/11/2012);35.11;Fornitura di servizi di rete (elettricità, acqua, gas, rifiuti);VIA DELL'ARTIGIANATO, 38, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02621790282;SEDE;IMPRESA INDIVIDUALE;;19/12/2017;GAMBA BIANCA ROSA;35010;BORGORICCO;0-2;;COMMERCIO AL DETTAGLIO AMBULANTE DI TESSUTI, ARTICOLI TESSILI PER LA CASA, ARTICOLI DI ABBIGLIAMENTO;47.82.01;Altre attività di commercio al dettaglio;VIA DESMAN, 102/C, 35010 BORGORICCO PD;;;;;;;;;;
00375450285;SEDE;IMPRESA INDIVIDUALE;;12/07/1963;GARZARO LINO;35010;BORGORICCO;;;ATTIVITA': MACELLERIA;47.22;Altre attività di commercio al dettaglio;;;;;;;;;;;
04025680267;SEDE;IMPRESA INDIVIDUALE;SIMONE@SLSILVESTRI.IT;06/08/2010;GASTALDO SIMONE;35010;BORGORICCO;0-2;;AGENTE DI COMMERCIO NEL SETTORE RETI, GRIGLIATI, METALLI FERROSI, SEMILAVORATI, (DAL 13/07/2010);46.18.97;Altre attività di commercio all'ingrosso;VIA MUSON, 28, 35010 BORGORICCO PD;https://www.simonegastaldo.it/;lamiera, stirata, prodotti, industria, architettura, pianerottoli, gradini, pannelli, cestelli, particolari, stampati, filtrazioni, filtranti, simone, gastaldo, muson, borgoricco, recinzioni, realizzazioni, cataloghi, gradino, rivestimenti, agente, protected, adviva, lamiera stirata, particolari stampati, pannelli filtranti, prodotti industria, prodotti architettura;True;en, it;;;;;;
05270320285;SEDE;SOCIETA' IN NOME COLLETTIVO;;03/02/2020;GF ABBIGLIAMENTO S.N.C. DI CALO' FRANCESCA & C.;35010;BORGORICCO;0-2;;COMMERCIO AMBULANTE DI ABBIGLIAMENTO, ACCESSORI, BIANCHERIA INTIMA, (DAL 07/02/2020).;47.82.01;Altre attività di commercio al dettaglio;VIA OSVALDO PERON, 15, 35010 BORGORICCO PD;;;;;;;;;;
05267550282;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;22/01/2020;GLOBAL FOR ENERGY S.R.L.;35010;BORGORICCO;0-2;;PROCACCIATORE D'AFFARI PER LA VENDITA DI PRODOTTI FOTOVOLTAICI;46.18.23;Altre attività di commercio all'ingrosso;VIA DESMAN, 269, 35010 BORGORICCO PD;;;;;;;;;;
05016860289;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;22/11/2016;GLOBAL SOLUTION SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;35010;BORGORICCO;;;COMMERCIO ALL'INGROSSO DI ATTREZZATURE E MACCHINARI PER IL LAVAGGIO, LA SANIFICAZIONE E LA PULIZIA INDUSTRIALE, NUOVE ED USATE, QUALI SPAZZATRICI, MACCHINE LAVAPAVIMENTI, LAVASCIUGA E QUALSIASI ALTRA ATTREZZATURA PER L'IGENE INDUSTRIALE NONCHE' PEZZI DI RICAMBIO.;46.9;Altre attività di commercio all'ingrosso;VIA MANTEGNA, 2, 35010 BORGORICCO PD;http://www.altostandardigienico.it/;global, solution, trovarci, offerti, padova, aweba, cell, centralizzati, alto, lavaggio, srls, igienico, impianti, piovego, conte, seven, villa, slideshow, borgoricco, mantegna, analytics, list, picture, visitatori, analitici, global solution, centralizzati alto, solution srls, alto igienico, impianti lavaggio;;en, it;;;;;;
05030070287;SEDE;IMPRESA INDIVIDUALE;;13/04/2017;GUION MATTIA;35010;MASSANZAGO;0-2;;COMMERCIO ALL'INGROSSO DI MACCHINE AGRICOLE ED INDUSTRIALI;46.61;Commercio all'ingrosso di macchinari e attrezzature;VIA MARCONI, 40, 35010 MASSANZAGO PD;;;;;;;;;;
05030070287;UL;IMPRESA INDIVIDUALE;;17/03/2021;GUION MATTIA;35010;BORGORICCO;0-2;;COMMERCIO ALL'INGROSSO DI MACCHINE AGRICOLE ED INDUSTRIALI (DAL 17.03.2021);46.61;Commercio all'ingrosso di macchinari e attrezzature;VIA ROMA, 163, 35010 BORGORICCO PD;;;;;;;;;;
02465370282;SEDE;IMPRESA INDIVIDUALE;;05/07/1991;GUION MORENO;35010;BORGORICCO;0-2;0336/593607;ATTIVITA': AGENTE DI COMMERCIO LA VENDITA DI MACCHINE PER LA PULIZIA INDUSTRIALE (DAL 05/05/1992).;46.14;Altre attività di commercio all'ingrosso;VIA SOLE, 22, 35010 BORGORICCO PD;;;;;;;;;;
04476970282;SEDE;IMPRESA INDIVIDUALE;;17/01/2011;HAMZA NOUREDDINE;35010;BORGORICCO;;;COMMERCIO SU AREA PUBBLICA TIPO B (ITINERANTE) AL DETTAGLIO DI PRODOTTI DI BIGIOTTERIA E CHINCAGLIERIA;47.89.04;Altre attività di commercio al dettaglio;VIA DESMAN, 262, 35010 BORGORICCO PD;;;;;;;;;;
