Partita_IVA;Sede_o_UL;Forma_giuridica;Email;Data_iscrizione;Denominazione;Cap;Comune;Classe_addetti;Telefono;Attivita'_dichiarata;Codice_ateco_principale;Settore_livello_2;Indirizzo_corretto;URL;Keys;Has_contact_form;Available_translations;Facebook;Twitter;Linkedin;Youtube;Pinterest;Instagram
04260740289;SEDE;IMPRESA INDIVIDUALE;;26/03/2008;DESMAN IMPIANTI DI MALVESTIO ALESSANDRO;35010;BORGORICCO;0-2;;RIPARAZIONE E MANUTENZIONE DI PARTI INTERCAMBIABILI ELETTRICHE ED ELETTRONICHE PER MACCHINE UTENSILI PRESSO I SINGOLI CLIENTI.;33.12.91;Industrie meccaniche, metallurgiche ed elettroniche;VIA SANT'ANNA, 4, 35010 BORGORICCO PD;;;;;;;;;;
03534580281;SEDE;IMPRESA INDIVIDUALE;;24/08/2000;DIENNE DI NARDO DANIELE;35010;BORGORICCO;3-9;; CARPENTERIA METALLICA, LAVORAZIONE INOX, FERRO E SIMILI CONTO TERZI (DALL'01/8/2000).;25.11;Industrie meccaniche, metallurgiche ed elettroniche;VIA DELL' INDUSTRIA, 1, 35010 BORGORICCO PD;;;;;;;;;;
04586250286;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;12/08/2011;DIERRE DECATECH SRL;35010;BORGORICCO;50-249;;PRODUZIONE DI NASTRI TRASPORTATORI, DI SISTEMI DI MOVIMENTAZIONE, DI SISTEMI MODULARI DI ASSERVIMENTO E NON A MACCHINE OPERATRICI E AD IMPIANTI DI PRODUZIONE E DI DISTRIBUZIONE;28.22.09;Industrie meccaniche, metallurgiche ed elettroniche;VIA MARCONI, 2/B, 35010 BORGORICCO PD;;;;;;;;;;
03232500284;SEDE;IMPRESA INDIVIDUALE;;10/02/1997;DOUBLE FIRE DI BARUTTA LUCIANO;35010;BORGORICCO;0-2;0335/6686217; ASSEMBLAGGIO DI COMPONENTI PER MARMITTE PER MOTOCICLI (DAL 03.01.1997);30.91.2;Industrie meccaniche, metallurgiche ed elettroniche;VIA DESMAN, 406, 35010 BORGORICCO PD;;;;;;;;;;
03619040284;SEDE;SOCIETA' IN NOME COLLETTIVO;;03/04/2001;DUE.CI. SERVICE DI AGOSTINI CLAUDIO, FURLAN CLAUDIO & C. S.N.C.;35010;BORGORICCO;3-9;;MANUTENZIONE, RIPARAZIONE E REVISIONE DI UTENSILI PNEUMATICI E PNEUMOIDRAULICI, COSTRUZIONE, RIPARAZIONE E REVISIONE DI ATTREZZATURE AD ESSI CORRELATE. REVISIONE, RIPARAZIONE E COSTRUZIONE DI IMPIANTI PNEUMATICI, MECCANICI E IDRAULICI. ASSEMBLAGGIO E COSTRUZIONE CARPENTERIA LEGGERA (DAL 12.03.2001);33.12.99;Industrie meccaniche, metallurgiche ed elettroniche;VIA PELOSA, 130/A, 35010 BORGORICCO PD;https://www.dueciservice.com/;due, service, riparazione, taratura, avvitatori, impianti, chiavi, dinamometriche, attrezzatura, manutenzione, furlan, agostini, industriale, pi, veneto, particolare, pressione, controllo, test, prodotti, pneumatici, attrezzature, manometri, settore, utensili, due service, chiavi dinamometriche, agostini furlan, attrezzatura industriale, veneto riparazione;;it;;;;;;
02516790280;SEDE;IMPRESA INDIVIDUALE;;17/01/1992;EFFE 92 DI NALESSO FERNANDA;35010;BORGORICCO;10-49;0049/5565090;ATTIVITA': PRODUZIONE E CONFEZIONE DI CAMPIONARI TESSILI PER L'ARREDAMEN- TO E L'ABBIGLIAMENTO (DAL 13.01.1992);14.13.1;Industrie tessili e di abbigliamento;VIA DELL'INDUSTRIA, 28, 35010 BORGORICCO PD;;;;;;;;;;
02058440286;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO;;17/07/1997;ELETTRODUE S.R.L.;35010;BORGORICCO;50-249;;FABBRICAZIONE DI SCHEDE ELETTRONICHE ASSEMBLATE;26.12;Industrie meccaniche, metallurgiche ed elettroniche;VIA MARCO POLO, 13, 35010 BORGORICCO PD;https://www.elettrodue-pd.it/;consent, componenti, category, months, performance, store, schede, plugin, functional, cookielawinfo, visitors, smd, analytics, elettroniche, montaggio, produzione, elettrodue, advertisement, pth, provide, checbox, tonnellate, saldatura, serigrafia, features, plugin store, consent plugin, consent category, store consent, schede elettroniche;True;en, it;;;https://it.linkedin.com/company/elettrodue-srl;https://www.youtube.com/channel/UCBhZuL5i667KR24sj9k18OQ;;
00813890282;SEDE;SOCIETA' PER AZIONI;;28/12/1978;ENOFRIGO S.P.A.;35010;BORGORICCO;50-249;0049/5798041;ATTIVITA' ESERCITATA: PRODUZIONE DI APPARECCHIATURE REFRIGERATE PER VINI (DAL 2.1.1979);28.93;Industrie meccaniche, metallurgiche ed elettroniche;VIA DELL'INDUSTRIA, 9/A, 35010 BORGORICCO PD;https://www.enofrigo.it/;isole, wine, drop, food, history, case, dicono, fiere, enofrigo, repubblica, isola, saint, sud, uniti, ristorante, espresse, trattamento, acconsento, prodotti, doge, fast, base, gourmet, francese, americane, case history, acconsento trattamento, trattamento espresse, fast gourmet, isole vergini;True;es, ru, et, de, it, en, fr;https://www.facebook.com/Enofrigo/;;https://www.linkedin.com/company/enofrigo-s.p.a./;;;
05179790281;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;ERGOMEC@PEC.PEGASOINDUSTRIES.COM;02/01/2019;ERGOMEC S.R.L.;35010;BORGORICCO;10-49;;FABBRICAZIONE DI MACCHINE AUTOMATICHE PER LA DOSATURA, LA CONFEZIONE E PER L'IMBALLAGGIO (INCLUSE PARTI E ACCESSORI);28.29.3;Industrie meccaniche, metallurgiche ed elettroniche;VIA PIOVEGA, 17/F, 35010 BORGORICCO PD;https://www.ergomec.com/;ergomec, impianti, pegaso, certificazione, prodotti, sistemi, dosaggio, certificazioni, pet, miscelazione, stoccaggio, systems, plastic, blauwer, silos, movimentazione, pneumatici, materie, trasporti, prime, polvere, industriali, valvole, borgoricco, processi, plastic systems, materie prime, trasporti pneumatici, piovega borgoricco, polvere granulari;True;es, it, pt, en, fr;;;;;;
00228870283;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;25/11/1963;F.A.B. - CAMPORESE FALEGNAMERIA ARTISTICA BORGORICCO - SOCIETA' A RESPONSABILITA' LIMITATA SIGLA: F.A.B. - CAMPORESE S.R.L.;35010;BORGORICCO;3-9;049/5798011;FABBRICAZIONE DI CASSE FUNEBRI;32.99.4;Altre industrie manifatturiere;VIA ROMA, 38, 35010 BORGORICCO PD;;;;;;;;;;
02397230281;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;05/09/1990;FAVARETTO G. BARISON P. & SORGATO BENITO & C. S.A.S.;35010;BORGORICCO;3-9;049/5798155;MACELLAZIONE DI ANIMALI DI OGNI SPECIE;10.11;Industrie alimentari, delle bevande e del tabacco;VIA GAFFARELLO, 4/8, 35010 BORGORICCO PD;;;;;;;;;;
00284910288;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;06/10/1971;FEBAR - S.R.L.;35010;BORGORICCO;10-49;049/9335611;ATTIVITA' ESERCITATA: COSTRUZIONE MOBILI COMPONIBILI PER CUCINA (DAL 6.10.1971).;31.02;Industrie del legno, dell'arredo e della carta;VIA DELL'INDUSTRIA, 1, 35010 BORGORICCO PD;;;;;;;;;;
04438280283;SEDE;IMPRESA INDIVIDUALE;;18/01/2010;F.G.M. DI MAGRO GIOVANNI;35010;BORGORICCO;0-2;338/5654038; PRODUZIONE, MANUTENZIONE, MONTAGGIO E INSTALLAZIONE DI SERRAMENTI  IN PVC, ALLUMINIO, LEGNO, CAPPOTTINE E TENDAGGI (DAL 11/01/2010);22.23.02;Industrie chimiche, plastiche e farmaceutiche;VIA S.GIULIANO, 30, 35010 BORGORICCO PD;http://www.fgmserramenti.it/;directive, magro, occurred, processing, amico, invia, destinatario, misura, serramenti, mittente, codice, compilando, pvc, termico, mobile, contenente, alluminio, copia, visitare, infissi, invierai, fgmserramenti, digita, taglio, segnala, processing directive, occurred processing, invia amico, invierai destinatario, compilando invierai;;it;;;;;;
04438280283;UL;IMPRESA INDIVIDUALE;;01/03/2022;F.G.M. DI MAGRO GIOVANNI;35010;BORGORICCO;0-2;;FABBRICAZIONE DI PORTE, FINESTRE, INTELAIATURE ECCETERA IN PLASTICA PER L'EDILIZIA (DAL 01/03/2022);22.23.02;Industrie chimiche, plastiche e farmaceutiche;VIA DELL'INDUSTRIA, 18/D, 35010 BORGORICCO PD;http://www.fgmserramenti.it/;directive, magro, occurred, processing, amico, invia, destinatario, misura, serramenti, mittente, codice, compilando, pvc, termico, mobile, contenente, alluminio, copia, visitare, infissi, invierai, fgmserramenti, digita, taglio, segnala, processing directive, occurred processing, invia amico, invierai destinatario, compilando invierai;;it;;;;;;
04411400288;UL;SOCIETA' IN NOME COLLETTIVO;;14/10/2009;FIORERIA DENIS DI PELLIZZON DENIS & C. S.N.C.;35010;BORGORICCO;3-9;;COMMERCIO AL DETTAGLIO, ESPOSIZIONE E COMPOSIZIONI FLOREALI (DAL 14/10/2009),;32.99.9;Altre industrie manifatturiere;VIALE EUROPA, 11/A/1, 35010 BORGORICCO PD;https://www.fioreriadenis.it/;fiori, denis, fioreria, matrimoni, borgoricco, europa, funerali, fisc, ecodelgallo, consegna, piante, puoi, fabio, conoscere, domicilio, petali, peonie, chiamarci, pellizzon, chiederci, sapremo, arcate, oggetti, parole, navate, fioreria denis, puoi chiederci, chiamarci conoscere, conoscere consegna, consegna domicilio;False;it;https://www.facebook.com/FioreriaDenisBorgoricco;;;;;https://www.instagram.com/p/Ces1rSKtzBR/
00343300281;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;13/07/1973;FONDERIA PADOVANA S.A.S. DI PICOLLA FLAVIA PIA & C.;35010;BORGORICCO;0-2;049/5798151;FUSIONE METALLI IN GENERE (DAL 4/6/1973).;24.5;Industrie meccaniche, metallurgiche ed elettroniche;VIA PIOVEGA, 25, 35010 BORGORICCO PD;;;;;;;;;;
04490250265;UL;SOCIETA' PER AZIONI;;17/01/2012;FORNACI CALCE GRIGOLIN S.P.A.;35010;BORGORICCO;;; PRODUZIONE DI INTONACI PREMISCELATI E MATERIALE PER L'EDILIZIA (DAL 17/01/2012);23.52.1;Industrie meccaniche, metallurgiche ed elettroniche;VIA DELL'INDUSTRIA, 7/A, 35010 BORGORICCO PD;https://www.fornacigrigolin.it/;grigolin, calce, prodotti, produzione, prodotto, applicatori, privati, hobbisti, progettisti, rivenditori, selezionati, fornaci, rivestimenti, consolidamento, produttivi, stabilimenti, tecnologie, depositi, filiali, precedenti, versioni, magyar, verde, numero, hrvatski, privati hobbisti, prodotti selezionati, fornaci calce, calce grigolin, produttivi depositi;True;sl, hu, hr, de, it, cs, en, fr;https://www.facebook.com/groups/EvoluzioniCostruttive/;;https://it.linkedin.com/company/fornaci-calce-grigolin-spa;https://www.youtube.com/watch?v=YtgKK-Rf8mM;;https://www.instagram.com/fornacicalcegrigolin/?hl=it
00504280280;SEDE;IMPRESA INDIVIDUALE;CASFRANCESCHI@GMAIL.COM;05/08/1975;FRANCESCHI ENZO;35010;BORGORICCO;3-9;049/5798049;ATTIVITA': CASEIFICIO;10.51.2;Industrie alimentari, delle bevande e del tabacco;;http://www.caseificiofranceschi.com/;franceschi, caseificio, prodotti, categories, published, functionalities, stored, consent, function, improve, essential, scegliere, opting, ordina, roma, overview, prior, collect, accept, attivato, latte, working, features, category, spaccio, caseificio franceschi, functionalities security, embedded contents, franceschi roma, analytics ads;True;en, it;https://it-it.facebook.com/pages/category/Dairy-Farm/Caseificio-Franceschi-100761153418057/;;;;;
00747970283;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;INFO@BARDUCA.IT;12/12/1996;FRANCESCO BARDUCA S.R.L.;35010;BORGORICCO;10-49;049/9335070;LAVORAZIONE, TRASFORMAZIONE, CONFEZIONE DI PRODOTTI ORTOFRUTTICOLI IN GENERE (DAL 20.1.1997) COMMERCIO ALL'INGROSSO DI PRODOTTI ORTOFLOROFRUTTICOLI (DAL 10/2/1997);10.39;Industrie alimentari, delle bevande e del tabacco;VIA PIOVEGA, 41/C, 35010 BORGORICCO PD;http://www.barduca.it/it;barduca, confezioni, gr, vaschetta, prodotti, francesco, ingredienti, borgoricco, biologico, piovega, lavoriamo, logout, sitemap, prodotto, rucola, radicchio, lavato, farm, produce, mazzetti, confezionato, iv, lattughino, food, carote, francesco barduca, vaschetta gr, barduca borgoricco, borgoricco piovega, prodotto lavato;True;de, pt, en, it;https://www.facebook.com/barducabio/;;;;;
03503530283;SEDE;SOCIETA' IN NOME COLLETTIVO;;16/02/2000;G AND G VERNICIATURA DI GIACON SILVANO & C. S.N.C.;35010;BORGORICCO;0-2;049/700624;VERNICIATURA DI FUSTI PER SALOTTO, MOBILI E/O COMPONENTI PER L'ARREDAMENTO IN GENERE (DAL 12.05.2000);31.09.5;Industrie del legno, dell'arredo e della carta;VIA LEONARDO DA VINCI, 7, 35010 BORGORICCO PD;http://www.gandgverniciatura.com/;verniciatura, padova, tinte, vernici, collaudo, laccatura, borgoricco, silvano, giacon, cortese, gandg, leonardo, daniele, vinci, cadoneghe, campione, webdesign, verniciatura laccatura, collaudo vernici, verniciatura verniciatura, laccatura tinte, leonardo vinci;;it;;;;;;
04324890286;SEDE;IMPRESA INDIVIDUALE;;11/09/2008;GALLO MECCANICA DI GALLO DIEGO;35010;BORGORICCO;0-2;; ATTIVITA': COSTRUZIONE DI CARPENTERIA METALLICA, STAMPAGGIO, SALDATURA (DAL 03.09.2008);25.11;Industrie meccaniche, metallurgiche ed elettroniche;VIA SCARDEONE, 20, 35010 BORGORICCO PD;;;;;;;;;;
01969790284;SEDE;SOCIETA' IN NOME COLLETTIVO;;29/05/1985;GALLO S.N.C. DI GALLO RODOLFO E STEFANO;35010;BORGORICCO;3-9;049/5798458;LAVORAZIONE DI FERRO E ALLUMINIO;25.1;Industrie meccaniche, metallurgiche ed elettroniche;VIA PELOSA, 37, 35010 BORGORICCO PD;https://www.gallocarpenteria.it/;gallo, certificazioni, padova, ferro, realizzazioni, cancelli, cancello, battuto, carpenteria, uni, pelosa, lamiera, registro, design, kreativa, toggle, borgoricco, ufficio, certificazione, recinzioni, saldature, cert, ultime, sviluppo, saldatura, ferro battuto, carpenteria gallo, ufficio registro, registro padova, cancelli ferro;True;it;https://www.facebook.com/CarpenteriaGalloPadova;https://twitter.com/carpen_gallo;;https://www.youtube.com/channel/UCVjzKiAf3MH95IDXErqtmcw;;
04745990285;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;01/07/2013;GASTALDELLO SRL;35010;BORGORICCO;3-9;;TRATTAMENTO METALLI: BURATTATURA, VIBROFINITURA, LAVAGGIO E SGRASSAGGIO DEI METALLI, FOSFATIZZAZIONE FERRO;25.61;Industrie meccaniche, metallurgiche ed elettroniche;VIA DELL'INDUSTRIA, 26, 35010 BORGORICCO PD;;;;;;;;;;
04745990285;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;01/07/2013;GASTALDELLO SRL;35011;CAMPODARSEGO;3-9;;;25.61;Industrie meccaniche, metallurgiche ed elettroniche;VIA PANIGALE, 16/2, 35011 CAMPODARSEGO PD;;;;;;;;;;
04745990285;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;01/03/2018;GASTALDELLO SRL;35010;BORGORICCO;3-9;;TRATTAMENTO METALLI: BURATTATURA, VIBROFINITURA, LAVAGGIO E SGRASSAGGIO DEI METALLI, FOSFATIZZAZIONE FERRO. (DAL 29.10.2018);25.61;Industrie meccaniche, metallurgiche ed elettroniche;VIA DELL'INDUSTRIA, 18/B, 35010 BORGORICCO PD;;;;;;;;;;
00049850282;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;19/11/1993;GREEN POOL S.R.L.;35010;BORGORICCO;10-49;049/9301671;LAVORAZIONE MECCANICA E CARPENTERIA METALLICA CONTO PROPRIO E DI TERZI (DAL 01.12.1993);25.62;Industrie meccaniche, metallurgiche ed elettroniche;VIA ROMA, 165, 35010 BORGORICCO PD;https://www.green-pool.it/;pool, green, mercati, saldatura, taglio, punzonatura, piegatura, assemblaggio, laser, progettazione, roma, reggio, borgoricco, test, componenti, macchina, viterbo, vibo, arezzo, agrigento, campidano, cagliari, taranto, bari, massa, green pool, taglio laser, vibo valentia, carbonia iglesias, ascoli piceno;True;it;https://www.facebook.com/pg/Green-Pool-SRL-803314659699123/about/?ref=page_internal;;;;;
05411140287;SEDE;IMPRESA INDIVIDUALE;;18/10/2021;HALINOX B'A DI GJONI SELAUDIN;35010;BORGORICCO;;;ASSEMBLAGGIO E MONTAGGIO CONTO TERZI DI COMPONENTI E PARTI METALLICHE;25.11;Industrie meccaniche, metallurgiche ed elettroniche;VIA SCARDEONE, 16, 35010 BORGORICCO PD;;;;;;;;;;
05153560288;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;20/07/2018;HEVEA SOLUTION SRL;35010;BORGORICCO;0-2;;PROGETTAZIONE E PRODUZIONE DI ARTICOLI TECNICI  IN GOMMA E MATERIE  PLASTICHE;22.19.09;Industrie chimiche, plastiche e farmaceutiche;VIA DELL'INDUSTRIA, 21, 35010 BORGORICCO PD;https://www.pillowine.com/;pillowine, solution, hevea, carrello, testimonials, tour, struttura, garanzia, bithouseweb, customizzazioni, carta, intro, scrivici, borgoricco, reso, paga, consegna, commissioni, industria, sicure, paypal, transazioni, mostrare, credito, prodotto, hevea solution, garanzia reso, paga commissioni, transazioni sicure, carta credito;;it;https://www.facebook.com/PilloWine-104041328392739;;;;;https://www.instagram.com/pillowine.official/
04234640284;SEDE;IMPRESA INDIVIDUALE;;22/12/2008;HU YINFANG;35010;BORGORICCO;0-2;049/8769325; CONFEZIONI VARIE ED ACCESSORI PER L'ABBIGLIAMENTO (DAL 20.09.2007);14.19.1;Industrie tessili e di abbigliamento;VIA DESMAN, 171, 35010 BORGORICCO PD;;;;;;;;;;
03611890280;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;06/03/2001;IDEKA S.R.L.;35012;CAMPOSAMPIERO;0-2;;;21.20.09;Industrie chimiche, plastiche e farmaceutiche;PIAZZA CASTELLO, 39/2, 35012 CAMPOSAMPIERO PD;http://www.ideka.it/;eugel, linea, crema, detergente, beta, silac, gelker, idratante, fluido, cute, lenitiva, dermatologicamente, olised, testato, sodium, emulsione, prodotti, mydet, capelli, oliker, indicato, acid, sharis, prodotto, tubo, eugel detergente, beta fluido, eugel crema, dermatologicamente testato, eugel emulsione;False;it;;;;;;
03611890280;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;19/03/2001;IDEKA S.R.L.;35010;BORGORICCO;0-2;;CONFEZIONAMENTO DI PRODOTTI COSMETICO-FARMACEUTICI PRODOTTI DA TERZI (DAL 25.03.2001);21.20.09;Industrie chimiche, plastiche e farmaceutiche;VIA RONCHI, 24, 35010 BORGORICCO PD;http://www.ideka.it/;eugel, linea, crema, detergente, beta, silac, gelker, idratante, fluido, cute, lenitiva, dermatologicamente, olised, testato, sodium, emulsione, prodotti, mydet, capelli, oliker, indicato, acid, sharis, prodotto, tubo, eugel detergente, beta fluido, eugel crema, dermatologicamente testato, eugel emulsione;False;it;;;;;;
01891130286;SEDE;SOCIETA' PER AZIONI CON SOCIO UNICO;;26/07/1958;INDUSTRIA CHIMICA VALENZANA - I.C.V. S.P.A.;35010;BORGORICCO;10-49;049/5798053;DISTILLAZIONE, RETTIFICA E MISCELATURA DEGLI ALCOLICI;11.01;Industrie alimentari, delle bevande e del tabacco;VIA DESMAN, 428, 35010 BORGORICCO PD;;;;;;;;;;
04714810282;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;01/06/2018;IO SORRIDO S.R.L.;35010;BORGORICCO;10-49;;LABORATORIO ODONTOTECNICO, (DAL 01/06/2018);32.50.2;Altre industrie manifatturiere;VIA MARCONI, 12, 35010 BORGORICCO PD;;;;;;;;;;
05200540283;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;25/02/2019;IS52 SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;35010;BORGORICCO;3-9;;;14.13.1;Industrie tessili e di abbigliamento;VIA SAN LEONARDO, 50, 35010 BORGORICCO PD;;;;;;;;;;
04794400285;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;24/02/2014;ISAGO S.R.L.;35010;BORGORICCO;0-2;;MANUTENZIONE E RIPARAZIONE MULINI;33.12.99;Industrie meccaniche, metallurgiche ed elettroniche;VIA DESMAN, 303, 35010 BORGORICCO PD;;;;;;;;;;
05088910285;SEDE;IMPRESA INDIVIDUALE;;12/10/2017;JIRUYI.CONFEZIONI DI ZHU YONGFEN;35010;BORGORICCO;3-9;;CONFEZIONI VARIE E ACCESSORI PER L'ABBIGLIAMENTO;14.13.1;Industrie tessili e di abbigliamento;VIA DESMAN, 16, 35010 BORGORICCO PD;;;;;;;;;;
05439010280;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;03/02/2022;KIRA SOLUTIONS S.R.L.;35010;BORGORICCO;;;LA SOCIETA' HA PER OGGETTO L'ATTIVITA' DI SERVICE STAMPA 3D, STAMPA PROGETTAZIONE E SCANSIONE 3D.;18.12;Industrie del legno, dell'arredo e della carta;VIA DESMAN, 131, 35010 BORGORICCO PD;;;;;;;;;;
05146960280;SEDE;IMPRESA INDIVIDUALE;;27/06/2018;KURTHY HENRIETT;35010;BORGORICCO;0-2;;LAVORAZIONE CARNI PRESSO MACELLI AUTORIZZATI (NORCINO);10.13;Industrie alimentari, delle bevande e del tabacco;VIA SANT'ANNA, 4/E, 35010 BORGORICCO PD;;;;;;;;;;
05205630287;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;15/03/2019;LAB 28 SAS DI MORETTO MASSIMILIANO & C.;35010;BORGORICCO;3-9;;CONFEZIONE NON IN SERIE DI CAMICIE, T-SHIRT E ABBIGLIAMENTO IN GENERE;14.14;Industrie tessili e di abbigliamento;VIA DELLA PIEVE, 12, 35010 BORGORICCO PD;;;;;;;;;;
05109600287;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;01/02/2018;LAVORAZIONE ITALIANA CARNI SAS DI KASKASS TARIK E C.;35010;BORGORICCO;10-49;;LAVORAZIONE CARNI PRESSO MACELLI AUTORIZZATI (NORCINO);10.13;Industrie alimentari, delle bevande e del tabacco;VIA OLMO, 22, 35010 BORGORICCO PD;;;;;;;;;;
03313640280;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;22/04/1998;LOGO S.R.L.;35010;BORGORICCO;50-249;;STAMPA DIGITALE, COPISTERIA, ED ELABORAZIONI GRAFICHE (21/08/2006);18.12;Industrie del legno, dell'arredo e della carta;VIA MARCO POLO, 8, 35010 BORGORICCO PD;https://www.gruppologo.it/;stampa, supporto, materiali, marco, polo, borgoricco, digitale, cartotecnica, offset, gdo, fashion, editoria, ambiente, lavoriamo, fiscale, informative, manifatturiero, integrati, produzione, carta, service, customer, packaging, secteurs, services, materiali supporto, polo borgoricco, marco polo, stampa digitale, stampa offset;True;de, en, it, fr;;;https://www.linkedin.com/company/1811393/;;;
03313640280;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;16/11/2015;LOGO S.R.L.;35010;BORGORICCO;50-249;;STAMPA DIGITALE (DAL 16/11/2015);18.12;Industrie del legno, dell'arredo e della carta;VIA DELL'INDUSTRIA, 24, 35010 BORGORICCO PD;https://www.gruppologo.it/;stampa, supporto, materiali, marco, polo, borgoricco, digitale, cartotecnica, offset, gdo, fashion, editoria, ambiente, lavoriamo, fiscale, informative, manifatturiero, integrati, produzione, carta, service, customer, packaging, secteurs, services, materiali supporto, polo borgoricco, marco polo, stampa digitale, stampa offset;True;de, en, it, fr;;;https://www.linkedin.com/company/1811393/;;;
03313640280;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;16/11/2015;LOGO S.R.L.;35010;BORGORICCO;50-249;;STAMPA DIGITALE (DAL 16/11/2015);18.12;Industrie del legno, dell'arredo e della carta;VIA MARCO POLO, 12, 35010 BORGORICCO PD;https://www.gruppologo.it/;stampa, supporto, materiali, marco, polo, borgoricco, digitale, cartotecnica, offset, gdo, fashion, editoria, ambiente, lavoriamo, fiscale, informative, manifatturiero, integrati, produzione, carta, service, customer, packaging, secteurs, services, materiali supporto, polo borgoricco, marco polo, stampa digitale, stampa offset;True;de, en, it, fr;;;https://www.linkedin.com/company/1811393/;;;
03313640280;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;01/09/2017;LOGO S.R.L.;35010;BORGORICCO;50-249;;;18.12;Industrie del legno, dell'arredo e della carta;VIA MARCO POLO, 6, 35010 BORGORICCO PD;https://www.gruppologo.it/;stampa, supporto, materiali, marco, polo, borgoricco, digitale, cartotecnica, offset, gdo, fashion, editoria, ambiente, lavoriamo, fiscale, informative, manifatturiero, integrati, produzione, carta, service, customer, packaging, secteurs, services, materiali supporto, polo borgoricco, marco polo, stampa digitale, stampa offset;True;de, en, it, fr;;;https://www.linkedin.com/company/1811393/;;;
03313640280;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;01/02/2018;LOGO S.R.L.;35010;BORGORICCO;50-249;;IMMAGAZZINAGGIO PER ATTIVITA' DI STAMPA DIGITALE(DAL 01.02.2018);18.12;Industrie del legno, dell'arredo e della carta;VIA DELL'INDUSTRIA, 22, 35010 BORGORICCO PD;https://www.gruppologo.it/;stampa, supporto, materiali, marco, polo, borgoricco, digitale, cartotecnica, offset, gdo, fashion, editoria, ambiente, lavoriamo, fiscale, informative, manifatturiero, integrati, produzione, carta, service, customer, packaging, secteurs, services, materiali supporto, polo borgoricco, marco polo, stampa digitale, stampa offset;True;de, en, it, fr;;;https://www.linkedin.com/company/1811393/;;;
